% Filename : LM_Channel_2000_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 384
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 4096 
%  Grid (wall-normal)      ny = 768 
%  Grid (spanwise)         nz = 3072 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 2.30000e-05 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.58794e-02 
%  Re_tau              Re_tau = 1994.756 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 7/21/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_2000_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    1.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    1.217311652923492e-06    2.428240184538776e-03    2.428238706568825e-03    9.999987826757017e-01    9.857584003334547e-07   -6.103634818028283e-15
    6.086537518545931e-06    1.214115953933537e-02    1.214112258503029e-02    9.999939116279885e-01    4.928775188381281e-06   -3.802941497507657e-12
    1.704221791976046e-05    3.399507290269083e-02    3.399478287675957e-02    9.999829163467929e-01    1.380049960852801e-05   -2.321251044048485e-10
    3.651878945154508e-05    7.284608820098583e-02    7.284475059135002e-02    9.999630687193455e-01    2.957229284210322e-05   -4.834113562422494e-09
    6.695054349292739e-05    1.335500236901577e-01    1.335454677561239e-01    9.999304842942871e-01    5.421536806524206e-05   -5.356674623890733e-08
    1.107715847206148e-04    2.209623252004996e-01    2.209494420224581e-01    9.998774927864810e-01    8.970062318606137e-05   -3.904510186719539e-07
    1.704157896263991e-04    3.399379833889890e-01    3.399053677350165e-01    9.997863359071852e-01    1.379980813544055e-04   -2.106628516994868e-06
    2.470994533848581e-04    4.929032108135004e-01    4.928259862077134e-01    9.996192073674874e-01    2.000895418771485e-04   -8.875385937488031e-06
    3.408212691252688e-04    6.798554005853233e-01    6.796796818649098e-01    9.993030208721148e-01    2.759650252912487e-04   -3.030444503597947e-05
    4.515796396062921e-04    9.007913665971081e-01    9.004009550669582e-01    9.987072725710543e-01    3.656015798834559e-04   -8.723708576402646e-05
    5.793726772437280e-04    1.155707343578231e+00    1.154859055810308e+00    9.976193568619737e-01    4.689513026407345e-04   -2.186595302089250e-04
    7.241982041420458e-04    1.444598987157692e+00    1.442807479391860e+00    9.957192874054589e-01    5.859227070172554e-04   -4.892380793146917e-04
    8.860537521320211e-04    1.767461373939184e+00    1.763809898431433e+00    9.925599753392281e-01    7.163542317498674e-04   -9.960239915109200e-04
    1.064936562812813e-03    2.124289001585036e+00    2.117141328468705e+00    9.875617559278110e-01    8.599796504618004e-04   -1.872760334255759e-03
    1.260843587598481e-03    2.515075788908999e+00    2.501669244973740e+00    9.800303943145413e-01    1.016386758800928e-03   -3.290566579758723e-03
    1.473771487770281e-03    2.939815075980559e+00    2.915727280936523e+00    9.692047200101110e-01    1.184972945445561e-03   -5.454472057778108e-03
    1.703716634533836e-03    3.398499624238986e+00    3.357001883154072e+00    9.543330991682604e-01    1.364903713808326e-03   -8.596102800529431e-03
    1.950675109080202e-03    3.891121616615142e+00    3.822456823807064e+00    9.347690523640887e-01    1.555082011702167e-03   -1.296354171056805e-02
    2.214642702653591e-03    4.417672657666571e+00    4.308319093210192e+00    9.100688459288959e-01    1.754136162954752e-03   -1.880977939847079e-02
    2.495614916622313e-03    4.978143773719019e+00    4.810141593019660e+00    8.800709898168427e-01    1.960431686516599e-03   -2.638117514259645e-02
    2.793586962555827e-03    5.572525413020117e+00    5.322944809227831e+00    8.449406114814014e-01    2.172108065083246e-03   -3.590701157585523e-02
    3.108553762306454e-03    6.200807445902388e+00    5.841424806965633e+00    8.051695863135953e-01    2.387137104192306e-03   -4.759070928436710e-02
    3.440509948095416e-03    6.862979164954878e+00    6.360202535724958e+00    7.615332748569500e-01    2.603396034728809e-03   -6.160276189383659e-02
    3.789449862605099e-03    7.559029285207190e+00    6.874082677448912e+00    7.150135728110181e-01    2.818746434729272e-03   -7.807512061056845e-02
    4.155367559074530e-03    8.288945944319940e+00    7.378290333385560e+00    6.667034671641570e-01    3.031109618285844e-03   -9.709667719557927e-02
    4.538256801401630e-03    9.052716702788729e+00    7.868659977775718e+00    6.177096068642979e-01    3.238530833423007e-03   -1.187096396317425e-01
    4.938111064248796e-03    9.850328544154747e+00    8.341761136417077e+00    5.690670229483318e-01    3.439229062768876e-03   -1.429068561789132e-01
    5.354923533154365e-03    1.068176787522713e+01    8.794956422565292e+00    5.216753739464830e-01    3.631634668098935e-03   -1.696303822796565e-01
    5.788687104649082e-03    1.154702052631526e+01    9.226397385134353e+00    4.762605645203853e-01    3.814418742526416e-03   -1.987716926965929e-01
    6.239394386376662e-03    1.244607175146930e+01    9.634970464936931e+00    4.333607034443959e-01    3.986514187959690e-03   -2.301738762346937e-01
    6.707037697219698e-03    1.337890622873129e+01    1.002020864558344e+01    3.933319747414667e-01    4.147122963769292e-03   -2.636359381531335e-01
    7.191609067431326e-03    1.434550806039785e+01    1.038218446182184e+01    3.563683590177757e-01    4.295700955878254e-03   -2.989190540763812e-01
    7.693100238770012e-03    1.534586077328899e+01    1.072139784178753e+01    3.225291127580364e-01    4.431917184549071e-03   -3.357543654554794e-01
    8.211502664641435e-03    1.637994731903119e+01    1.103866893892108e+01    2.917688562814068e-01    4.555598097505828e-03   -3.738517447523043e-01
    8.746807510242927e-03    1.744775007434545e+01    1.133504248589985e+01    2.639664239440986e-01    4.666676994879991e-03   -4.129089019409194e-01
