% Filename : LM_Channel_5200_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680 
%  Streamwise domain size  Lx = 8pi 
%  Spanwise domain size    Lz = 3pi 
%  B-Spline order           n = 7 
%  Kinematic Viscosity     nu = 8.00000e-06 
%  Channel half width   delta = 1.000 
%  Avg streamwise vel  U_mean = 1.000 
%  Friction vel         u_tau = 4.14872e-02 
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
% 
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_5200_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P           
%-----------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    1.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00
    1.371071353273301e-05    7.110235019829264e-02    7.110185565654703e-02    9.999858899371266e-01   -1.120892048566094e-05   -4.717271551396461e-09
    4.169953934984871e-05    2.162495221624994e-01    2.162444005069231e-01    9.999469147763482e-01   -3.409120844921682e-05   -3.851045470507787e-07
    8.453381948780869e-05    4.383836933411095e-01    4.383546313113363e-01    9.998185653292309e-01   -6.911049414492229e-05   -6.055742723250330e-06
    1.427808370142447e-04    7.404467353763260e-01    7.403063177345499e-01    9.993785912833543e-01   -1.167228118251095e-04   -4.477271293683394e-05
    2.170078137750941e-04    1.125380202420942e+00    1.124780601314649e+00    9.980626149911919e-01   -1.773545210429150e-04   -2.117845420306204e-04
    3.077819081407362e-04    1.596125319450033e+00    1.593912181611315e+00    9.947055589386127e-01   -2.513472213090199e-04   -7.417624650345510e-04
    4.156702127537937e-04    2.155622970581291e+00    2.148568636179321e+00    9.872936380317611e-01   -3.388468831528463e-04   -2.088000981742419e-03
    5.275290387434239e-04    2.735711337193032e+00    2.717918867902522e+00    9.748179109346057e-01   -4.286940414824093e-04   -4.579575611199115e-03
    6.433579417870483e-04    3.336388115074059e+00    3.298192924991181e+00    9.562887308572535e-01   -5.203154642490620e-04   -8.564745293001347e-03
    7.631564617923692e-04    3.957650918233040e+00    3.884810062158415e+00    9.312143085821216e-01   -6.130228507725165e-04   -1.434320407630383e-02
    8.869241228990354e-04    4.599497278907139e+00    4.472661471036921e+00    8.996593658158216e-01   -7.060581921785774e-04   -2.215514324857428e-02
    1.014660433480419e-03    5.261924647571224e+00    5.056451911678452e+00    8.622016752149116e-01   -7.986449067295633e-04   -3.217941362142877e-02
    1.146364886145945e-03    5.944930392949966e+00    5.631040719012941e+00    8.198167667632708e-01   -8.900359093374461e-04   -4.453677073004848e-02
    1.282036957742871e-03    6.648511802027046e+00    6.191734746573503e+00    7.737284660928244e-01   -9.795534558467800e-04   -5.929514309670470e-02
    1.421676109358172e-03    7.372666080054942e+00    6.734504325216657e+00    7.252583950226856e-01   -1.066616441194334e-03   -7.647499913440466e-02
